time,susceptible,exposed,infected,hospitalized,recovered
80,600,401.9877773078467,47.12096683334935,11.224246185440176,430
81,595,406.2597759885489,45.27578013601534,10.508588527466975,435
82,590,409.37354243513386,43.61893317652053,9.76130929816438,440
83,585,413.06327107779964,42.216479214657014,9.028870700622296,445
84,580,418.5336193598534,41.124329664184955,8.356812219327194,450
85,575,425.3521512398972,40.38602508120443,7.786919195583648,455
86,570,431.84691689400813,40.03099933958404,7.354624817376028,460
87,565,436.64363567326166,40.07340619529367,7.086807055357487,465
88,560,439.9292033945327,40.51155502081876,7.000117520816088,470
89,555,443.2798611883751,41.32797820514419,7.099946149135681,475
90,550,448.2120066727989,42.49012753228324,7.380086079719453,480
91,545,454.7880249764977,43.95167177593716,7.823119568519412,485
92,540,461.5589321392316,45.654343779281035,8.401500938999808,490
93,535,466.8965642825399,47.53026338263379,9.079269238888811,495
94,530,470.4905039709353,49.50464359121633,9.814284118016738,500
95,525,473.63347657052776,51.49877209662952,10.560845911186128,505
96,520,478.03282450913133,53.433149288198955,11.27253702201099,510
97,515,484.24078452194493,55.23065765157696,11.905107944240115,515
98,510,491.14676374398084,56.81963620068136,12.419228481736763,520
99,505,496.99841366837273,58.13673737507105,12.782933109581753,525
